category,product_name,id_subcategory,subcategory,,subcategory_name,id_subcategory
Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",,Storage,,,
Technology,Avaya IP Phone 1140E VoIP phone,,Phones,,,
Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",,Chairs,,,
Office Supplies,Newell 321,,Art,,,
Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,,Chairs,,,
Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",,Storage,,,
Office Supplies,3-ring staple pack,,Binders,,,
Technology,Jabra Supreme Plus Driver Edition Headset,,Phones,,,
Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,,Appliances,,,
Furniture,Staple-based wall hangings,,Furnishings,,,
Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",,Paper,,,
Technology,Hewlett Packard LaserJet 3310 Copier,,Copiers,,,
Office Supplies,Binder Posts,,Binders,,,
Furniture,Bevis Round Conference Table Top & Single Column Base,,Tables,,,
Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,Envelopes,,,
Office Supplies,Xerox 1978,,Paper,,,
Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",,Binders,,,
Office Supplies,Alphabetical Labels for Top Tab Filing,,Labels,,,
Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",,Art,,,
Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,,Fasteners,,,
Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,,Appliances,,,
Furniture,Advantus Panel Wall Acrylic Frame,,Furnishings,,,
Office Supplies,Avery 480,,Labels,,,
Technology,Aastra 57i VoIP phone,,Phones,,,
Technology,AT&T CL82213,,Phones,,,
Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,,Accessories,,,
Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",,Art,,,
Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,,Storage,,,
Furniture,"Global Value Mid-Back Manager's Chair, Gray",,Chairs,,,
Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,,Binders,,,
Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",,Art,,,
Technology,Sabrent 4-Port USB 2.0 Hub,,Accessories,,,
Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",,Bookcases,,,
Office Supplies,Newell 310,,Art,,,
Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",,Appliances,,,
Office Supplies,"Southworth 100% Résumé Paper, 24lb.",,Paper,,,
Technology,Logitech Wireless Performance Mouse MX for PC and Mac,,Accessories,,,
Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,,Storage,,,
Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,,Chairs,,,
Office Supplies,Southworth Parchment Paper & Envelopes,,Paper,,,
Office Supplies,Tennsco Double-Tier Lockers,,Storage,,,
Office Supplies,GBC Imprintable Covers,,Binders,,,
Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,,Labels,,,
Office Supplies,Acme Elite Stainless Steel Scissors,,Supplies,,,
Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",,Paper,,,
Office Supplies,"Hot File 7-Pocket, Floor Stand",,Storage,,,
Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",,Paper,,,
Office Supplies,JM Magazine Binder,,Binders,,,
Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",,Chairs,,,
Office Supplies,GBC Recycled Regency Composition Covers,,Binders,,,
Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",,Bookcases,,,
Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",,Binders,,,
Office Supplies,Premium Transparent Presentation Covers by GBC,,Binders,,,
Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",,Binders,,,
Office Supplies,"Tennsco Lockers, Sand",,Storage,,,
Office Supplies,Aluminum Screw Posts,,Binders,,,
Office Supplies,Loose Memo Sheets,,Paper,,,
Office Supplies,Things To Do Today Pad,,Paper,,,
Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",,Art,,,
Office Supplies,ACCOHIDE Binder by Acco,,Binders,,,
Furniture,"Global Leather Task Chair, Black",,Chairs,,,
Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",,Paper,,,
Office Supplies,Avery 500,,Labels,,,
Office Supplies,Xerox 1922,,Paper,,,
Office Supplies,Peel & Stick Add-On Corner Pockets,,Binders,,,
Office Supplies,Aluminum Screw Posts,,Binders,,,
Furniture,Flat Face Poster Frame,,Furnishings,,,
Office Supplies,GBC Personal VeloBind Strips,,Binders,,,
Office Supplies,BIC Liqua Brite Liner,,Art,,,
Office Supplies,Xerox 203,,Paper,,,
Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,,Appliances,,,
Technology,Bose SoundLink Bluetooth Speaker,,Phones,,,
Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,Paper,,,
Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,Furnishings,,,
Office Supplies,Acco Suede Grain Vinyl Round Ring Binder,,Binders,,,
Office Supplies,3M Organizer Strips,,Binders,,,
Furniture,Novimex Fabric Task Chair,,Chairs,,,
Office Supplies,Newell 333,,Art,,,
Furniture,"Master Big Foot Doorstop, Beige",,Furnishings,,,
Furniture,DAX Cubicle Frames - 8x10,,Furnishings,,,
Technology,Microsoft Wireless Mobile Mouse 4000,,Accessories,,,
Furniture,Hon GuestStacker Chair,,Chairs,,,
Technology,Logitech Gaming G510s - Keyboard,,Accessories,,,
Furniture,Bevis 44 x 96 Conference Tables,,Tables,,,
Office Supplies,Staples,,Fasteners,,,
Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",,Storage,,,
Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",,Binders,,,
Office Supplies,Xerox 1952,,Paper,,,
Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",,Binders,,,
Office Supplies,Tennsco Regal Shelving Units,,Storage,,,
Furniture,Novimex Fabric Task Chair,,Chairs,,,
Technology,Maxell LTO Ultrium - 800 GB,,Accessories,,,
Office Supplies,Newell 325,,Art,,,
Technology,Plantronics Audio 478 Stereo USB Headset,,Accessories,,,
Furniture,Hon 94000 Series Round Tables,,Tables,,,
Office Supplies,GBC Instant Report Kit,,Binders,,,
Furniture,Novimex High-Tech Fabric Mesh Task Chair,,Chairs,,,
Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,,Binders,,,
Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,,Accessories,,,
Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",,Phones,,,
Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",,Furnishings,,,
Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",,Paper,,,
Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,,Appliances,,,
Office Supplies,Xerox 1939,,Paper,,,
Office Supplies,Computer Printout Paper with Letter-Trim Perforations,,Paper,,,
Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,,Phones,,,
Furniture,Magna Visual Magnetic Picture Hangers,,Furnishings,,,
Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",,Paper,,,
Office Supplies,Alphabetical Labels for Top Tab Filing,,Labels,,,
Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,Labels,,,
Office Supplies,Avery 52,,Labels,,,
Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,Storage,,,
Office Supplies,Tops White Computer Printout Paper,,Paper,,,
Office Supplies,Translucent Push Pins by OIC,,Fasteners,,,
Office Supplies,Avery 507,,Labels,,,
Office Supplies,GBC Standard Plastic Binding Systems Combs,,Binders,,,
Furniture,Hon 2111 Invitation Series Straight Table,,Tables,,,
Furniture,Global Super Steno Chair,,Chairs,,,
Office Supplies,Martin-Yale Premier Letter Opener,,Supplies,,,
Office Supplies,Newell 349,,Art,,,
Office Supplies,GBC DocuBind P50 Personal Binding Machine,,Binders,,,
Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,,Art,,,
Office Supplies,Newell 344,,Art,,,
Office Supplies,Hanging Personal Folder File,,Storage,,,
Technology,Logitech Wireless Marathon Mouse M705,,Accessories,,,
Office Supplies,Tennsco 6- and 18-Compartment Lockers,,Storage,,,
Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",,Art,,,
Furniture,Office Star - Ergonomically Designed Knee Chair,,Chairs,,,
Office Supplies,Xerox 1888,,Paper,,,
Technology,Memorex Micro Travel Drive 8 GB,,Accessories,,,
Office Supplies,Xerox 217,,Paper,,,
Office Supplies,Acco 3-Hole Punch,,Binders,,,
Office Supplies,Xerox 191,,Paper,,,
Office Supplies,GBC DocuBind P100 Manual Binding Machine,,Binders,,,
Office Supplies,Newell 308,,Art,,,
Office Supplies,OIC Bulk Pack Metal Binder Clips,,Fasteners,,,
Furniture,"Global Fabric Manager's Chair, Dark Gray",,Chairs,,,
Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,,Supplies,,,
Technology,Polycom SoundStation2 EX Conference phone,,Phones,,,
Office Supplies,Mobile Personal File Cube,,Storage,,,
Furniture,DMI Eclipse Executive Suite Bookcases,,Bookcases,,,
Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,Tables,,,
Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",,Paper,,,
Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,Paper,,,
Office Supplies,GBC DocuBind TL200 Manual Binding Machine,,Binders,,,
Office Supplies,Zipper Ring Binder Pockets,,Binders,,,
Furniture,"Global Leather Task Chair, Black",,Chairs,,,
Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,,Bookcases,,,
Office Supplies,Avery 511,,Labels,,,
Office Supplies,Quality Park Security Envelopes,,Envelopes,,,
Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",,Phones,,,
Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,,Accessories,,,
Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",,Furnishings,,,
Office Supplies,Xerox 1946,,Paper,,,
Office Supplies,Acco 6 Outlet Guardian Basic Surge Suppressor,,Appliances,,,
Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",,Art,,,
Furniture,24-Hour Round Wall Clock,,Furnishings,,,
Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",,Paper,,,
Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,,Binders,,,
Office Supplies,Revere Boxed Rubber Bands by Revere,,Fasteners,,,
Technology,Motorla HX550 Universal Bluetooth Headset,,Phones,,,
Furniture,"Eldon Expressions Wood Desk Accessories, Oak",,Furnishings,,,
Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,,Binders,,,
Office Supplies,Tops Green Bar Computer Printout Paper,,Paper,,,
Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,,Binders,,,
Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,,Supplies,,,
Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",,Tables,,,
Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",,Paper,,,
Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,,Phones,,,
Office Supplies,Staples,,Fasteners,,,
Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",,Chairs,,,
Office Supplies,GBC Wire Binding Strips,,Binders,,,
Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",,Storage,,,
Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,Furnishings,,,
Technology,Spigen Samsung Galaxy S5 Case Wallet,,Phones,,,
Furniture,Office Star Flex Back Scooter Chair with White Frame,,Chairs,,,
Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,,Accessories,,,
Office Supplies,Xerox 1970,,Paper,,,
Office Supplies,GBC Standard Plastic Binding Systems Combs,,Binders,,,
Furniture,Flat Face Poster Frame,,Furnishings,,,
Office Supplies,OIC Binder Clips,,Fasteners,,,
Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,,Storage,,,
Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,,Storage,,,
Office Supplies,Newell 33,,Art,,,
Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",,Binders,,,
Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",,Furnishings,,,
Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,,Art,,,
Office Supplies,Multicolor Computer Printout Paper,,Paper,,,
Technology,Razer Kraken PRO Over Ear PC and Music Headset,,Accessories,,,
Office Supplies,Array Memo Cubes,,Paper,,,
Furniture,"Tenex ""The Solids"" Textured Chair Mats",,Furnishings,,,
Office Supplies,Newell 334,,Art,,,
Office Supplies,Avery Non-Stick Binders,,Binders,,,
Office Supplies,Newell 312,,Art,,,
Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,,Accessories,,,
Technology,JBL Micro Wireless Portable Bluetooth Speaker,,Phones,,,
Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",,Chairs,,,
Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,,Binders,,,
Office Supplies,GBC VeloBind Cover Sets,,Binders,,,
Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,,Storage,,,
Office Supplies,Xerox 1982,,Paper,,,
Office Supplies,Xerox 1986,,Paper,,,
Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,Binders,,,
Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",,Paper,,,
Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,Binders,,,
Office Supplies,Alphabetical Labels for Top Tab Filing,,Labels,,,
Furniture,Hon Mobius Operator's Chair,,Chairs,,,
Technology,Bady BDG101FRU Card Printer,,Machines,,,
Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,,Accessories,,,
Furniture,Staple-based wall hangings,,Furnishings,,,
Office Supplies,GBC Prestige Therm-A-Bind Covers,,Binders,,,
Technology,HP Standard 104 key PS/2 Keyboard,,Accessories,,,
Office Supplies,Staple envelope,,Envelopes,,,
Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",,Furnishings,,,
Technology,Aastra 57i VoIP phone,,Phones,,,
Office Supplies,Fellowes Mighty 8 Compact Surge Protector,,Appliances,,,
Office Supplies,GBC DocuBind P50 Personal Binding Machine,,Binders,,,
Office Supplies,Holmes HEPA Air Purifier,,Appliances,,,
Office Supplies,Xerox 1988,,Paper,,,
Office Supplies,Harmony HEPA Quiet Air Purifiers,,Appliances,,,
Technology,Kingston Digital DataTraveler 16GB USB 2.0,,Accessories,,,
Office Supplies,Newell 343,,Art,,,
Office Supplies,Newell 331,,Art,,,
Office Supplies,Xerox 1999,,Paper,,,
Office Supplies,Southworth Parchment Paper & Envelopes,,Paper,,,
Furniture,3M Hangers With Command Adhesive,,Furnishings,,,
Technology,Adtran 1202752G1,,Phones,,,
Office Supplies,Acco Hanging Data Binders,,Binders,,,
Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",,Furnishings,,,
Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",,Furnishings,,,
Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",,Art,,,
Office Supplies,Acco D-Ring Binder w/DublLock,,Binders,,,
Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,,Phones,,,
Office Supplies,Newell Chalk Holder,,Art,,,
Technology,Polycom SoundPoint Pro SE-225 Corded phone,,Phones,,,
Office Supplies,Acco 3-Hole Punch,,Binders,,,
Office Supplies,Euro-Pro Shark Turbo Vacuum,,Appliances,,,
Furniture,Howard Miller Distant Time Traveler Alarm Clock,,Furnishings,,,
Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,,Binders,,,
Office Supplies,Storex Dura Pro Binders,,Binders,,,
Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",,Appliances,,,
Furniture,"Metal Folding Chairs, Beige, 4/Carton",,Chairs,,,
Office Supplies,Nontoxic Chalk,,Art,,,
Office Supplies,Zipper Ring Binder Pockets,,Binders,,,
Office Supplies,Super Decoflex Portable Personal File,,Storage,,,
Technology,Wilson Electronics DB Pro Signal Booster,,Phones,,,
Technology,Polycom SoundStation2 EX Conference phone,,Phones,,,
Office Supplies,Newell 312,,Art,,,
Furniture,Global Low Back Tilter Chair,,Chairs,,,
Office Supplies,Xerox 1991,,Paper,,,
Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",,Bookcases,,,
Office Supplies,Assorted Color Push Pins,,Fasteners,,,
Technology,Cisco SPA301,,Phones,,,
Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",,Tables,,,
Office Supplies,GBC DocuBind 200 Manual Binding Machine,,Binders,,,
Office Supplies,Fellowes Advanced Computer Series Surge Protectors,,Appliances,,,
Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,,Furnishings,,,
Office Supplies,Recycled Steel Personal File for Hanging File Folders,,Storage,,,
Technology,HTC One,,Phones,,,
Technology,Logitech ClearChat Comfort/USB Headset H390,,Accessories,,,
Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,,Storage,,,
Office Supplies,Manco Dry-Lighter Erasable Highlighter,,Art,,,
Office Supplies,Fiskars Home & Office Scissors,,Supplies,,,
Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,,Furnishings,,,
Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,,Binders,,,
Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,,Binders,,,
Technology,Mitel MiVoice 5330e IP Phone,,Phones,,,
Office Supplies,Eldon Portable Mobile Manager,,Storage,,,
Office Supplies,Newell 344,,Art,,,
Office Supplies,Advantus T-Pin Paper Clips,,Fasteners,,,
Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",,Appliances,,,
Technology,Mitel MiVoice 5330e IP Phone,,Phones,,,
Office Supplies,Xerox 1959,,Paper,,,
Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,Binders,,,
Office Supplies,Avery Durable Binders,,Binders,,,
Office Supplies,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,Appliances,,,
Office Supplies,Xerox 22,,Paper,,,
Office Supplies,Xerox 1911,,Paper,,,
Office Supplies,Holmes Odor Grabber,,Appliances,,,
Office Supplies,Holmes HEPA Air Purifier,,Appliances,,,
Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,,Phones,,,
Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",,Furnishings,,,
Furniture,Hon Multipurpose Stacking Arm Chairs,,Chairs,,,
Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",,Paper,,,
Office Supplies,Advantus Plastic Paper Clips,,Fasteners,,,
Technology,Logitech G19 Programmable Gaming Keyboard,,Accessories,,,
